date,open,high,close,low,volume,amount,factor
2015-04-02,30.32,30.97,30.89,30.23,3694580.0,113559632.0,1.0
2015-04-03,30.8,31.38,31.34,30.53,3339985.0,103858152.0,1.0
2015-04-07,31.56,32.39,32.23,31.35,3289060.0,105193944.0,1.0
2015-04-08,32.45,32.58,31.7,31.06,3665350.0,116296424.0,1.0
2015-04-09,31.65,33.29,33.26,31.38,5413294.0,175777328.0,1.0
2015-04-10,32.8,33.67,33.43,32.75,3416764.0,113430240.0,1.0
2015-04-13,33.48,35.28,34.67,33.45,3625644.0,125303296.0,1.0
2015-04-14,34.8,35.16,34.1,33.88,2818039.0,97022336.0,1.0
2015-04-15,33.8,33.85,31.82,31.8,3289354.0,107089848.0,1.0
2015-04-16,31.4,32.59,32.51,31.18,2140380.0,68784512.0,1.0
2015-04-17,32.8,33.56,33.12,32.75,2747706.0,90991392.0,1.0
2015-04-20,35.0,35.2,33.35,33.34,4585167.0,156903920.0,1.0
2015-04-21,33.78,34.29,34.25,32.98,2533921.0,85482992.0,1.0
2015-04-22,34.6,35.79,35.26,34.6,3947540.0,139502288.0,1.0
2015-04-23,35.31,35.58,34.83,34.52,3050702.0,106532464.0,1.0
2015-04-24,34.29,34.77,34.41,33.85,2618383.0,89874584.0,1.0
2015-04-27,34.45,35.39,35.19,34.45,3175033.0,111384648.0,1.0
2015-04-28,35.2,35.46,33.92,33.63,2750002.0,94572880.0,1.0
2015-04-29,33.98,34.38,34.35,33.7,1674283.0,57112176.0,1.0
2015-04-30,34.2,35.0,34.08,34.0,2208582.0,76439424.0,1.0
2015-05-04,34.1,34.36,34.09,33.6,1900507.0,64632204.0,1.0
2015-05-05,34.16,34.19,32.9,32.73,1610596.0,53976308.0,1.0
2015-05-06,33.25,33.6,32.88,32.45,1617545.0,53870868.0,1.0
2015-05-07,32.83,33.08,32.21,32.2,1283106.0,41861636.0,1.0
2015-05-08,32.61,33.28,33.21,32.61,1575293.0,51924568.0,1.0
2015-05-11,33.6,35.36,35.33,33.47,3352299.0,116172608.0,1.0
2015-05-12,35.6,38.76,37.78,35.58,5592291.0,209276304.0,1.0
2015-05-13,36.88,38.75,38.08,36.7,3850213.0,144569056.0,1.0
2015-05-14,38.49,40.9,39.86,38.0,4190877.0,167461952.0,1.0
2015-05-15,39.98,43.3,41.4,38.39,5460503.0,219595664.0,1.0
2015-05-18,41.49,45.54,45.54,41.43,4946540.0,218606768.0,1.0
2015-05-19,47.3,47.68,44.22,43.01,4602335.0,206913680.0,1.0
2015-05-20,44.26,48.0,46.82,44.26,3724788.0,173047872.0,1.0
2015-05-21,46.88,48.0,47.3,45.1,2880234.0,134324032.0,1.0
2015-05-22,47.9,49.8,48.73,46.5,3705511.0,178976224.0,1.0
2015-05-25,49.78,53.6,53.6,49.3,4787363.0,250347072.0,1.0
2015-05-26,55.02,58.96,58.96,54.8,4115070.0,233425264.0,1.0
2015-05-27,63.9,64.86,64.86,61.0,4138779.0,266503088.0,1.0
2015-05-28,71.0,71.35,62.65,58.37,4625464.0,323324416.0,1.0
2015-05-29,62.6,68.855,68.855,62.6,5037516.0,223654272.0,1.511
2015-06-01,75.549,75.549,65.078,62.705,12550188.0,551604288.0,1.511
2015-06-02,63.31,63.31,61.119,59.23,9543151.0,385856736.0,1.511
2015-06-03,61.043,64.594,63.733,59.85,8087276.0,335476096.0,1.511
2015-06-04,63.536,63.536,59.623,57.356,7428229.0,292910048.0,1.511
2015-06-05,60.137,61.572,59.185,58.187,5715424.0,226810416.0,1.511
2015-06-08,59.185,59.185,56.087,55.604,6079289.0,227191872.0,1.511
2015-06-09,56.163,58.248,57.477,56.163,4222802.0,159871488.0,1.511
2015-06-10,57.417,59.562,59.26,56.284,5233593.0,203512912.0,1.511
2015-06-11,58.822,62.282,61.406,57.87,7012765.0,279837408.0,1.511
2015-06-12,62.207,62.267,59.321,59.094,5371131.0,213839776.0,1.511
2015-06-15,59.109,59.23,55.498,55.453,5141725.0,192780256.0,1.511
2015-06-16,54.335,54.335,51.675,50.92,4246951.0,146744944.0,1.511
2015-06-17,50.92,53.398,53.186,50.92,2962073.0,102122424.0,1.511
2015-06-18,53.201,53.201,49.061,48.774,3097156.0,105801040.0,1.511
2015-06-19,49.016,49.061,44.166,44.151,3199287.0,96639376.0,1.511
2015-06-23,44.271,46.689,46.417,42.126,3279983.0,96919296.0,1.511
2015-06-24,46.84,48.502,47.928,46.659,3445240.0,108340568.0,1.511
2015-06-25,47.58,47.58,44.317,43.818,2936430.0,89581384.0,1.511
2015-06-26,43.637,43.637,39.89,39.89,3267556.0,88420192.0,1.511
2015-06-29,40.781,41.25,35.916,35.901,3736406.0,92550256.0,1.511
2015-06-30,34.903,39.512,39.512,32.41,4907327.0,117391992.0,1.511
2015-07-01,39.27,42.141,39.829,38.394,6847282.0,184762848.0,1.511
2015-07-02,41.537,43.818,43.818,38.107,8920352.0,246042752.0,1.511
2015-07-03,42.413,48.049,46.462,40.313,11004070.0,329075936.0,1.511
2015-07-06,51.116,51.116,48.366,43.365,11398103.0,363586080.0,1.511
2015-07-07,46.085,47.898,43.531,43.531,3860880.0,114275792.0,1.511
2015-07-08,39.18,39.18,39.18,39.18,112500.0,2917125.0,1.511
2015-07-09,35.266,43.093,43.093,35.266,9310201.0,244457376.0,1.511
2015-07-10,43.063,47.399,47.399,41.25,8511634.0,262091664.0,1.511
2015-07-13,48.578,52.144,52.144,48.578,8950075.0,299182464.0,1.511
2015-07-14,54.38,54.38,48.291,48.049,11853678.0,398981472.0,1.511
2015-07-15,45.873,45.873,43.456,43.456,5430279.0,158481792.0,1.511
2015-07-16,39.134,45.329,41.537,39.134,7027167.0,197559872.0,1.511
2015-07-17,41.854,45.284,44.226,41.778,4967139.0,142364368.0,1.511
2015-07-20,43.818,46.145,44.166,42.791,4861269.0,143085616.0,1.511
2015-07-21,43.894,48.306,48.26,43.743,7013138.0,214475280.0,1.511
2015-07-22,48.714,49.681,47.324,45.631,6182983.0,193485552.0,1.511
2015-07-23,46.84,51.313,50.149,46.205,7659288.0,248559072.0,1.511
2015-07-24,49.968,50.708,46.81,45.405,7552201.0,245584880.0,1.511
2015-07-27,45.178,47.218,42.126,42.126,4650678.0,137858864.0,1.511
2015-07-28,38.53,43.501,40.751,38.53,4731818.0,126422344.0,1.511
2015-07-29,41.37,44.226,44.135,39.557,3607947.0,100124432.0,1.511
2015-07-30,43.818,45.918,42.685,42.307,4252632.0,124897376.0,1.511
2015-07-31,41.552,44.271,42.02,40.494,2901690.0,80762376.0,1.511
2015-08-03,41.038,42.745,39.92,38.832,2903623.0,77752360.0,1.511
2015-08-04,40.494,42.881,42.806,39.814,3445388.0,94673640.0,1.511
2015-08-05,42.216,43.289,42.065,41.567,3270912.0,92087192.0,1.511
2015-08-06,41.25,43.063,42.307,40.071,2552764.0,71068056.0,1.511
2015-08-07,42.609,43.773,43.622,42.307,3186973.0,91152560.0,1.511
2015-08-10,43.667,46.296,46.145,43.637,4471926.0,133422744.0,1.511
2015-08-11,45.374,47.565,46.372,45.374,4898088.0,151328432.0,1.511
2015-08-12,46.795,50.3,47.581,46.236,7364247.0,237434416.0,1.511
2015-08-13,47.444,47.444,46.885,44.574,5744739.0,175167872.0,1.511
2015-08-14,46.84,47.293,46.115,45.949,3467699.0,106605968.0,1.511
2015-08-21,41.506,43.969,41.506,41.506,3533604.0,98037552.0,1.511
2015-08-24,37.397,38.394,37.351,37.351,2323715.0,57651300.0,1.511
2015-08-25,33.619,34.752,34.012,33.619,5669983.0,127196944.0,1.511
2015-08-26,35.251,37.125,35.281,33.377,4459049.0,104313024.0,1.511
2015-08-27,35.523,36.717,36.49,32.637,3324030.0,77181392.0,1.511
2015-08-28,37.004,38.772,37.85,35.78,4078539.0,99862320.0,1.511
2015-08-31,37.623,37.623,34.088,34.072,3336221.0,78229040.0,1.511
2015-09-01,33.982,33.982,30.673,30.673,2831949.0,59533048.0,1.511
2015-09-02,28.709,32.018,29.162,28.573,1805898.0,35997808.0,1.511
2015-09-07,29.827,31.428,30.068,29.827,1808422.0,36510688.0,1.511
2015-09-08,30.129,32.35,32.138,30.129,2174827.0,44856680.0,1.511
2015-09-09,31.957,35.357,34.813,31.957,3215197.0,70596768.0,1.511
2015-09-10,34.798,34.798,33.181,33.06,2510071.0,56309584.0,1.511
2015-09-11,35.055,35.055,34.344,33.09,2079451.0,46631132.0,1.511
2015-09-14,35.78,35.78,30.915,30.915,2785498.0,60538952.0,1.511
2015-09-15,29.464,30.476,29.041,28.482,1794304.0,35143428.0,1.511
2015-09-16,29.464,31.942,31.912,29.086,2022759.0,40957112.0,1.511
2015-09-17,31.534,32.622,30.945,30.763,2267986.0,47554104.0,1.511
2015-09-18,31.383,31.534,31.156,30.25,1134000.0,23308906.0,1.511
2015-09-21,30.824,32.456,32.274,30.265,1795197.0,37746996.0,1.511
2015-09-22,32.32,32.864,32.199,31.957,2038647.0,43702660.0,1.511
2015-09-23,31.67,32.29,31.761,31.035,1535212.0,32177356.0,1.511
2015-09-24,31.957,32.546,32.38,31.881,1693778.0,36169268.0,1.511
2015-09-25,32.486,33.362,31.836,31.549,2337151.0,50210324.0,1.511
2015-09-28,31.897,32.425,32.41,31.171,1408580.0,29707334.0,1.511
2015-09-29,31.806,32.033,31.625,31.277,1215250.0,25509708.0,1.511
2015-09-30,31.655,32.441,32.138,31.655,1131780.0,24050770.0,1.511
2015-10-08,33.362,33.589,33.468,32.788,1946089.0,42879984.0,1.511
2015-10-09,33.634,33.785,33.68,32.879,1895046.0,41957700.0,1.511
2015-10-12,33.77,35.629,35.372,33.77,2999202.0,69214360.0,1.511
2015-10-13,35.236,35.75,35.402,34.48,2492009.0,58002296.0,1.511
2015-10-14,35.357,36.097,35.176,35.13,2435844.0,57505436.0,1.511
2015-10-15,35.206,36.399,36.188,34.465,2399602.0,56643056.0,1.511
2015-10-16,36.188,36.687,36.52,35.78,2803581.0,67345616.0,1.511
2015-10-19,36.505,36.596,35.644,35.296,2405732.0,57227968.0,1.511
2015-10-20,35.508,36.52,36.415,35.508,2221671.0,53000688.0,1.511
2015-10-21,36.445,37.563,33.438,33.06,3872286.0,91244384.0,1.511
2015-10-22,33.801,34.707,34.662,33.257,2268579.0,51243868.0,1.511
2015-10-23,35.13,36.067,36.022,34.783,2341465.0,54697984.0,1.511
2015-10-26,36.702,37.563,36.792,36.112,3277712.0,79949552.0,1.511
2015-10-27,36.294,38.379,37.654,34.752,3208160.0,77044088.0,1.511
2015-10-28,37.351,38.605,38.167,36.717,4603445.0,115347832.0,1.511
2015-10-29,38.53,38.817,37.82,37.125,3163303.0,79364240.0,1.511
2015-10-30,38.122,38.515,37.805,37.623,2821664.0,71161256.0,1.511
2015-11-02,37.623,39.86,38.424,36.581,3864919.0,98674464.0,1.511
2015-11-03,38.077,41.673,41.235,38.077,5762703.0,152705792.0,1.511
2015-11-04,40.796,43.516,42.912,40.313,6431403.0,177555808.0,1.511
2015-11-05,42.61,45.027,41.537,40.796,6057127.0,170195728.0,1.511
2015-11-06,41.688,43.637,43.29,41.688,4282792.0,121266512.0,1.511
2015-11-09,43.002,45.299,44.861,42.458,6332128.0,183701408.0,1.511
2015-11-10,44.12,45.269,43.969,43.214,4702988.0,137417376.0,1.511
2015-11-11,43.818,46.463,46.145,43.667,5104123.0,153012208.0,1.511
2015-11-12,45.571,49.545,48.684,45.571,6666413.0,211066704.0,1.511
2015-11-13,47.868,48.351,45.027,44.876,5763200.0,176457968.0,1.511
2015-11-16,43.063,45.118,45.057,42.912,2675558.0,78147312.0,1.511
2015-11-17,45.571,46.614,44.09,43.607,3187332.0,95893112.0,1.511
2015-11-18,44.272,44.574,42.458,42.307,2592329.0,74445576.0,1.511
2015-11-19,42.761,44.347,44.196,42.458,2068011.0,59471580.0,1.511
2015-11-20,44.347,45.254,44.846,43.818,2374819.0,70072200.0,1.511
2015-11-23,44.423,46.07,45.148,44.272,2986761.0,89788432.0,1.511
2015-11-24,45.118,47.263,47.218,44.211,4394687.0,133792552.0,1.511
2015-11-25,47.203,48.336,47.807,46.508,4227505.0,132648392.0,1.511
2015-11-26,47.989,48.306,47.143,46.583,4049925.0,127456104.0,1.511
2015-11-27,46.311,47.127,43.335,42.458,4090316.0,122372432.0,1.511
2015-11-30,43.199,47.671,47.671,42.912,4568497.0,136248528.0,1.511
